MC	<p>001. 3a46</p> <table border="0" style="border-collapse: collapse; border: white solid 0px; width: 400px;"><tr>  <th align="center" style="vert-align: middle; border: solid black 1px">Enzyme</th>  <th align="center" style="vert-align: middle; border: solid black 1px">Effective<br/>Temperature<br/>Range (&deg;C)</th>  <th align="center" style="vert-align: middle; border: solid black 1px">Optimum<br/>pH</th></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">A</td>  <td align="center" style="vert-align: middle; border: solid black 1px">45&ndash;57</td>  <td align="center" style="vert-align: middle; border: solid black 1px">10.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">B</td>  <td align="center" style="vert-align: middle; border: solid black 1px">35&ndash;53</td>  <td align="center" style="vert-align: middle; border: solid black 1px">2.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">C</td>  <td align="center" style="vert-align: middle; border: solid black 1px">70&ndash;85</td>  <td align="center" style="vert-align: middle; border: solid black 1px">8.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">D</td>  <td align="center" style="vert-align: middle; border: solid black 1px">60&ndash;68</td>  <td align="center" style="vert-align: middle; border: solid black 1px">5.0&nbsp;</td></tr></table>  <p>Which one of the enzymes would be most active under the following conditions?</p> <p>The temperature is 64&deg;C and the pH is 4.8.</p>	A.  Enzyme A&nbsp; 	Incorrect	B.  Enzyme B&nbsp; 	Incorrect	C.  Enzyme C&nbsp; 	Incorrect	D.  Enzyme D&nbsp; 	Correct
MC	<p>029. c37a</p> <table border="0" style="border-collapse: collapse; border: white solid 0px; width: 400px;"><tr>  <th align="center" style="vert-align: middle; border: solid black 1px">Enzyme</th>  <th align="center" style="vert-align: middle; border: solid black 1px">Effective<br/>Temperature<br/>Range (&deg;C)</th>  <th align="center" style="vert-align: middle; border: solid black 1px">Optimum<br/>pH</th></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">A</td>  <td align="center" style="vert-align: middle; border: solid black 1px">30&ndash;42</td>  <td align="center" style="vert-align: middle; border: solid black 1px">9.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">B</td>  <td align="center" style="vert-align: middle; border: solid black 1px">15&ndash;25</td>  <td align="center" style="vert-align: middle; border: solid black 1px">4.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">C</td>  <td align="center" style="vert-align: middle; border: solid black 1px">75&ndash;85</td>  <td align="center" style="vert-align: middle; border: solid black 1px">1.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">D</td>  <td align="center" style="vert-align: middle; border: solid black 1px">65&ndash;80</td>  <td align="center" style="vert-align: middle; border: solid black 1px">6.0&nbsp;</td></tr></table>  <p>Which one of the enzymes would be most active under the following conditions?</p> <p>The temperature is 67&deg;C and the pH is 6.2.</p>	A.  Enzyme A&nbsp; 	Incorrect	B.  Enzyme B&nbsp; 	Incorrect	C.  Enzyme C&nbsp; 	Incorrect	D.  Enzyme D&nbsp; 	Correct
MC	<p>030. 17a3</p> <table border="0" style="border-collapse: collapse; border: white solid 0px; width: 400px;"><tr>  <th align="center" style="vert-align: middle; border: solid black 1px">Enzyme</th>  <th align="center" style="vert-align: middle; border: solid black 1px">Effective<br/>Temperature<br/>Range (&deg;C)</th>  <th align="center" style="vert-align: middle; border: solid black 1px">Optimum<br/>pH</th></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">A</td>  <td align="center" style="vert-align: middle; border: solid black 1px">65&ndash;75</td>  <td align="center" style="vert-align: middle; border: solid black 1px">10.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">B</td>  <td align="center" style="vert-align: middle; border: solid black 1px">30&ndash;38</td>  <td align="center" style="vert-align: middle; border: solid black 1px">3.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">C</td>  <td align="center" style="vert-align: middle; border: solid black 1px">45&ndash;57</td>  <td align="center" style="vert-align: middle; border: solid black 1px">8.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">D</td>  <td align="center" style="vert-align: middle; border: solid black 1px">15&ndash;25</td>  <td align="center" style="vert-align: middle; border: solid black 1px">6.0&nbsp;</td></tr></table>  <p>Which one of the enzymes would be most active under the following conditions?</p> <p>The temperature is 54&deg;C and the pH is 7.6.</p>	A.  Enzyme A&nbsp; 	Incorrect	B.  Enzyme B&nbsp; 	Incorrect	C.  Enzyme C&nbsp; 	Correct	D.  Enzyme D&nbsp; 	Incorrect
MC	<p>031. 5740</p> <table border="0" style="border-collapse: collapse; border: white solid 0px; width: 400px;"><tr>  <th align="center" style="vert-align: middle; border: solid black 1px">Enzyme</th>  <th align="center" style="vert-align: middle; border: solid black 1px">Effective<br/>Temperature<br/>Range (&deg;C)</th>  <th align="center" style="vert-align: middle; border: solid black 1px">Optimum<br/>pH</th></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">A</td>  <td align="center" style="vert-align: middle; border: solid black 1px">35&ndash;45</td>  <td align="center" style="vert-align: middle; border: solid black 1px">6.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">B</td>  <td align="center" style="vert-align: middle; border: solid black 1px">70&ndash;80</td>  <td align="center" style="vert-align: middle; border: solid black 1px">9.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">C</td>  <td align="center" style="vert-align: middle; border: solid black 1px">55&ndash;63</td>  <td align="center" style="vert-align: middle; border: solid black 1px">1.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">D</td>  <td align="center" style="vert-align: middle; border: solid black 1px">15&ndash;27</td>  <td align="center" style="vert-align: middle; border: solid black 1px">4.0&nbsp;</td></tr></table>  <p>Which one of the enzymes would be most active under the following conditions?</p> <p>The temperature is 73&deg;C and the pH is 8.6.</p>	A.  Enzyme A&nbsp; 	Incorrect	B.  Enzyme B&nbsp; 	Correct	C.  Enzyme C&nbsp; 	Incorrect	D.  Enzyme D&nbsp; 	Incorrect
MC	<p>032. cee2</p> <table border="0" style="border-collapse: collapse; border: white solid 0px; width: 400px;"><tr>  <th align="center" style="vert-align: middle; border: solid black 1px">Enzyme</th>  <th align="center" style="vert-align: middle; border: solid black 1px">Effective<br/>Temperature<br/>Range (&deg;C)</th>  <th align="center" style="vert-align: middle; border: solid black 1px">Optimum<br/>pH</th></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">A</td>  <td align="center" style="vert-align: middle; border: solid black 1px">55&ndash;65</td>  <td align="center" style="vert-align: middle; border: solid black 1px">9.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">B</td>  <td align="center" style="vert-align: middle; border: solid black 1px">30&ndash;38</td>  <td align="center" style="vert-align: middle; border: solid black 1px">4.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">C</td>  <td align="center" style="vert-align: middle; border: solid black 1px">40&ndash;58</td>  <td align="center" style="vert-align: middle; border: solid black 1px">7.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">D</td>  <td align="center" style="vert-align: middle; border: solid black 1px">15&ndash;27</td>  <td align="center" style="vert-align: middle; border: solid black 1px">1.0&nbsp;</td></tr></table>  <p>Which one of the enzymes would be most active under the following conditions?</p> <p>The temperature is 49&deg;C and the pH is 6.8.</p>	A.  Enzyme A&nbsp; 	Incorrect	B.  Enzyme B&nbsp; 	Incorrect	C.  Enzyme C&nbsp; 	Correct	D.  Enzyme D&nbsp; 	Incorrect
MC	<p>033. 5473</p> <table border="0" style="border-collapse: collapse; border: white solid 0px; width: 400px;"><tr>  <th align="center" style="vert-align: middle; border: solid black 1px">Enzyme</th>  <th align="center" style="vert-align: middle; border: solid black 1px">Effective<br/>Temperature<br/>Range (&deg;C)</th>  <th align="center" style="vert-align: middle; border: solid black 1px">Optimum<br/>pH</th></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">A</td>  <td align="center" style="vert-align: middle; border: solid black 1px">20&ndash;32</td>  <td align="center" style="vert-align: middle; border: solid black 1px">9.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">B</td>  <td align="center" style="vert-align: middle; border: solid black 1px">35&ndash;45</td>  <td align="center" style="vert-align: middle; border: solid black 1px">3.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">C</td>  <td align="center" style="vert-align: middle; border: solid black 1px">50&ndash;68</td>  <td align="center" style="vert-align: middle; border: solid black 1px">1.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">D</td>  <td align="center" style="vert-align: middle; border: solid black 1px">75&ndash;85</td>  <td align="center" style="vert-align: middle; border: solid black 1px">5.0&nbsp;</td></tr></table>  <p>Which one of the enzymes would be most active under the following conditions?</p> <p>The temperature is 76&deg;C and the pH is 5.0.</p>	A.  Enzyme A&nbsp; 	Incorrect	B.  Enzyme B&nbsp; 	Incorrect	C.  Enzyme C&nbsp; 	Incorrect	D.  Enzyme D&nbsp; 	Correct
MC	<p>034. 1c88</p> <table border="0" style="border-collapse: collapse; border: white solid 0px; width: 400px;"><tr>  <th align="center" style="vert-align: middle; border: solid black 1px">Enzyme</th>  <th align="center" style="vert-align: middle; border: solid black 1px">Effective<br/>Temperature<br/>Range (&deg;C)</th>  <th align="center" style="vert-align: middle; border: solid black 1px">Optimum<br/>pH</th></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">A</td>  <td align="center" style="vert-align: middle; border: solid black 1px">35&ndash;45</td>  <td align="center" style="vert-align: middle; border: solid black 1px">3.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">B</td>  <td align="center" style="vert-align: middle; border: solid black 1px">50&ndash;68</td>  <td align="center" style="vert-align: middle; border: solid black 1px">1.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">C</td>  <td align="center" style="vert-align: middle; border: solid black 1px">15&ndash;25</td>  <td align="center" style="vert-align: middle; border: solid black 1px">7.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">D</td>  <td align="center" style="vert-align: middle; border: solid black 1px">75&ndash;85</td>  <td align="center" style="vert-align: middle; border: solid black 1px">10.0&nbsp;</td></tr></table>  <p>Which one of the enzymes would be most active under the following conditions?</p> <p>The temperature is 64&deg;C and the pH is 0.8.</p>	A.  Enzyme A&nbsp; 	Incorrect	B.  Enzyme B&nbsp; 	Correct	C.  Enzyme C&nbsp; 	Incorrect	D.  Enzyme D&nbsp; 	Incorrect
MC	<p>035. d823</p> <table border="0" style="border-collapse: collapse; border: white solid 0px; width: 400px;"><tr>  <th align="center" style="vert-align: middle; border: solid black 1px">Enzyme</th>  <th align="center" style="vert-align: middle; border: solid black 1px">Effective<br/>Temperature<br/>Range (&deg;C)</th>  <th align="center" style="vert-align: middle; border: solid black 1px">Optimum<br/>pH</th></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">A</td>  <td align="center" style="vert-align: middle; border: solid black 1px">60&ndash;68</td>  <td align="center" style="vert-align: middle; border: solid black 1px">10.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">B</td>  <td align="center" style="vert-align: middle; border: solid black 1px">75&ndash;85</td>  <td align="center" style="vert-align: middle; border: solid black 1px">8.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">C</td>  <td align="center" style="vert-align: middle; border: solid black 1px">35&ndash;47</td>  <td align="center" style="vert-align: middle; border: solid black 1px">6.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">D</td>  <td align="center" style="vert-align: middle; border: solid black 1px">50&ndash;60</td>  <td align="center" style="vert-align: middle; border: solid black 1px">2.0&nbsp;</td></tr></table>  <p>Which one of the enzymes would be most active under the following conditions?</p> <p>The temperature is 44&deg;C and the pH is 6.2.</p>	A.  Enzyme A&nbsp; 	Incorrect	B.  Enzyme B&nbsp; 	Incorrect	C.  Enzyme C&nbsp; 	Correct	D.  Enzyme D&nbsp; 	Incorrect
MC	<p>036. af85</p> <table border="0" style="border-collapse: collapse; border: white solid 0px; width: 400px;"><tr>  <th align="center" style="vert-align: middle; border: solid black 1px">Enzyme</th>  <th align="center" style="vert-align: middle; border: solid black 1px">Effective<br/>Temperature<br/>Range (&deg;C)</th>  <th align="center" style="vert-align: middle; border: solid black 1px">Optimum<br/>pH</th></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">A</td>  <td align="center" style="vert-align: middle; border: solid black 1px">25&ndash;33</td>  <td align="center" style="vert-align: middle; border: solid black 1px">9.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">B</td>  <td align="center" style="vert-align: middle; border: solid black 1px">35&ndash;47</td>  <td align="center" style="vert-align: middle; border: solid black 1px">5.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">C</td>  <td align="center" style="vert-align: middle; border: solid black 1px">70&ndash;80</td>  <td align="center" style="vert-align: middle; border: solid black 1px">2.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">D</td>  <td align="center" style="vert-align: middle; border: solid black 1px">15&ndash;33</td>  <td align="center" style="vert-align: middle; border: solid black 1px">7.0&nbsp;</td></tr></table>  <p>Which one of the enzymes would be most active under the following conditions?</p> <p>The temperature is 36&deg;C and the pH is 4.6.</p>	A.  Enzyme A&nbsp; 	Incorrect	B.  Enzyme B&nbsp; 	Correct	C.  Enzyme C&nbsp; 	Incorrect	D.  Enzyme D&nbsp; 	Incorrect
MC	<p>037. 068e</p> <table border="0" style="border-collapse: collapse; border: white solid 0px; width: 400px;"><tr>  <th align="center" style="vert-align: middle; border: solid black 1px">Enzyme</th>  <th align="center" style="vert-align: middle; border: solid black 1px">Effective<br/>Temperature<br/>Range (&deg;C)</th>  <th align="center" style="vert-align: middle; border: solid black 1px">Optimum<br/>pH</th></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">A</td>  <td align="center" style="vert-align: middle; border: solid black 1px">15&ndash;30</td>  <td align="center" style="vert-align: middle; border: solid black 1px">2.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">B</td>  <td align="center" style="vert-align: middle; border: solid black 1px">45&ndash;63</td>  <td align="center" style="vert-align: middle; border: solid black 1px">9.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">C</td>  <td align="center" style="vert-align: middle; border: solid black 1px">65&ndash;77</td>  <td align="center" style="vert-align: middle; border: solid black 1px">5.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">D</td>  <td align="center" style="vert-align: middle; border: solid black 1px">35&ndash;43</td>  <td align="center" style="vert-align: middle; border: solid black 1px">7.0&nbsp;</td></tr></table>  <p>Which one of the enzymes would be most active under the following conditions?</p> <p>The temperature is 20&deg;C and the pH is 2.2.</p>	A.  Enzyme A&nbsp; 	Correct	B.  Enzyme B&nbsp; 	Incorrect	C.  Enzyme C&nbsp; 	Incorrect	D.  Enzyme D&nbsp; 	Incorrect
MC	<p>038. dd5b</p> <table border="0" style="border-collapse: collapse; border: white solid 0px; width: 400px;"><tr>  <th align="center" style="vert-align: middle; border: solid black 1px">Enzyme</th>  <th align="center" style="vert-align: middle; border: solid black 1px">Effective<br/>Temperature<br/>Range (&deg;C)</th>  <th align="center" style="vert-align: middle; border: solid black 1px">Optimum<br/>pH</th></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">A</td>  <td align="center" style="vert-align: middle; border: solid black 1px">70&ndash;80</td>  <td align="center" style="vert-align: middle; border: solid black 1px">7.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">B</td>  <td align="center" style="vert-align: middle; border: solid black 1px">15&ndash;25</td>  <td align="center" style="vert-align: middle; border: solid black 1px">2.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">C</td>  <td align="center" style="vert-align: middle; border: solid black 1px">35&ndash;53</td>  <td align="center" style="vert-align: middle; border: solid black 1px">5.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">D</td>  <td align="center" style="vert-align: middle; border: solid black 1px">60&ndash;68</td>  <td align="center" style="vert-align: middle; border: solid black 1px">10.0&nbsp;</td></tr></table>  <p>Which one of the enzymes would be most active under the following conditions?</p> <p>The temperature is 67&deg;C and the pH is 10.2.</p>	A.  Enzyme A&nbsp; 	Incorrect	B.  Enzyme B&nbsp; 	Incorrect	C.  Enzyme C&nbsp; 	Incorrect	D.  Enzyme D&nbsp; 	Correct
MC	<p>039. e218</p> <table border="0" style="border-collapse: collapse; border: white solid 0px; width: 400px;"><tr>  <th align="center" style="vert-align: middle; border: solid black 1px">Enzyme</th>  <th align="center" style="vert-align: middle; border: solid black 1px">Effective<br/>Temperature<br/>Range (&deg;C)</th>  <th align="center" style="vert-align: middle; border: solid black 1px">Optimum<br/>pH</th></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">A</td>  <td align="center" style="vert-align: middle; border: solid black 1px">15&ndash;33</td>  <td align="center" style="vert-align: middle; border: solid black 1px">10.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">B</td>  <td align="center" style="vert-align: middle; border: solid black 1px">55&ndash;70</td>  <td align="center" style="vert-align: middle; border: solid black 1px">3.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">C</td>  <td align="center" style="vert-align: middle; border: solid black 1px">35&ndash;43</td>  <td align="center" style="vert-align: middle; border: solid black 1px">6.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">D</td>  <td align="center" style="vert-align: middle; border: solid black 1px">45&ndash;57</td>  <td align="center" style="vert-align: middle; border: solid black 1px">8.0&nbsp;</td></tr></table>  <p>Which one of the enzymes would be most active under the following conditions?</p> <p>The temperature is 39&deg;C and the pH is 6.2.</p>	A.  Enzyme A&nbsp; 	Incorrect	B.  Enzyme B&nbsp; 	Incorrect	C.  Enzyme C&nbsp; 	Correct	D.  Enzyme D&nbsp; 	Incorrect
MC	<p>040. 979d</p> <table border="0" style="border-collapse: collapse; border: white solid 0px; width: 400px;"><tr>  <th align="center" style="vert-align: middle; border: solid black 1px">Enzyme</th>  <th align="center" style="vert-align: middle; border: solid black 1px">Effective<br/>Temperature<br/>Range (&deg;C)</th>  <th align="center" style="vert-align: middle; border: solid black 1px">Optimum<br/>pH</th></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">A</td>  <td align="center" style="vert-align: middle; border: solid black 1px">15&ndash;25</td>  <td align="center" style="vert-align: middle; border: solid black 1px">3.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">B</td>  <td align="center" style="vert-align: middle; border: solid black 1px">40&ndash;48</td>  <td align="center" style="vert-align: middle; border: solid black 1px">10.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">C</td>  <td align="center" style="vert-align: middle; border: solid black 1px">65&ndash;75</td>  <td align="center" style="vert-align: middle; border: solid black 1px">1.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">D</td>  <td align="center" style="vert-align: middle; border: solid black 1px">55&ndash;70</td>  <td align="center" style="vert-align: middle; border: solid black 1px">6.0&nbsp;</td></tr></table>  <p>Which one of the enzymes would be most active under the following conditions?</p> <p>The temperature is 67&deg;C and the pH is 1.2.</p>	A.  Enzyme A&nbsp; 	Incorrect	B.  Enzyme B&nbsp; 	Incorrect	C.  Enzyme C&nbsp; 	Correct	D.  Enzyme D&nbsp; 	Incorrect
MC	<p>041. 1cc6</p> <table border="0" style="border-collapse: collapse; border: white solid 0px; width: 400px;"><tr>  <th align="center" style="vert-align: middle; border: solid black 1px">Enzyme</th>  <th align="center" style="vert-align: middle; border: solid black 1px">Effective<br/>Temperature<br/>Range (&deg;C)</th>  <th align="center" style="vert-align: middle; border: solid black 1px">Optimum<br/>pH</th></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">A</td>  <td align="center" style="vert-align: middle; border: solid black 1px">20&ndash;38</td>  <td align="center" style="vert-align: middle; border: solid black 1px">8.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">B</td>  <td align="center" style="vert-align: middle; border: solid black 1px">55&ndash;70</td>  <td align="center" style="vert-align: middle; border: solid black 1px">2.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">C</td>  <td align="center" style="vert-align: middle; border: solid black 1px">75&ndash;85</td>  <td align="center" style="vert-align: middle; border: solid black 1px">4.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">D</td>  <td align="center" style="vert-align: middle; border: solid black 1px">40&ndash;50</td>  <td align="center" style="vert-align: middle; border: solid black 1px">10.0&nbsp;</td></tr></table>  <p>Which one of the enzymes would be most active under the following conditions?</p> <p>The temperature is 37&deg;C and the pH is 7.8.</p>	A.  Enzyme A&nbsp; 	Correct	B.  Enzyme B&nbsp; 	Incorrect	C.  Enzyme C&nbsp; 	Incorrect	D.  Enzyme D&nbsp; 	Incorrect
MC	<p>042. 9d98</p> <table border="0" style="border-collapse: collapse; border: white solid 0px; width: 400px;"><tr>  <th align="center" style="vert-align: middle; border: solid black 1px">Enzyme</th>  <th align="center" style="vert-align: middle; border: solid black 1px">Effective<br/>Temperature<br/>Range (&deg;C)</th>  <th align="center" style="vert-align: middle; border: solid black 1px">Optimum<br/>pH</th></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">A</td>  <td align="center" style="vert-align: middle; border: solid black 1px">75&ndash;85</td>  <td align="center" style="vert-align: middle; border: solid black 1px">2.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">B</td>  <td align="center" style="vert-align: middle; border: solid black 1px">50&ndash;62</td>  <td align="center" style="vert-align: middle; border: solid black 1px">8.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">C</td>  <td align="center" style="vert-align: middle; border: solid black 1px">25&ndash;43</td>  <td align="center" style="vert-align: middle; border: solid black 1px">5.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">D</td>  <td align="center" style="vert-align: middle; border: solid black 1px">15&ndash;25</td>  <td align="center" style="vert-align: middle; border: solid black 1px">10.0&nbsp;</td></tr></table>  <p>Which one of the enzymes would be most active under the following conditions?</p> <p>The temperature is 57&deg;C and the pH is 7.6.</p>	A.  Enzyme A&nbsp; 	Incorrect	B.  Enzyme B&nbsp; 	Correct	C.  Enzyme C&nbsp; 	Incorrect	D.  Enzyme D&nbsp; 	Incorrect
MC	<p>043. b6b0</p> <table border="0" style="border-collapse: collapse; border: white solid 0px; width: 400px;"><tr>  <th align="center" style="vert-align: middle; border: solid black 1px">Enzyme</th>  <th align="center" style="vert-align: middle; border: solid black 1px">Effective<br/>Temperature<br/>Range (&deg;C)</th>  <th align="center" style="vert-align: middle; border: solid black 1px">Optimum<br/>pH</th></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">A</td>  <td align="center" style="vert-align: middle; border: solid black 1px">20&ndash;38</td>  <td align="center" style="vert-align: middle; border: solid black 1px">3.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">B</td>  <td align="center" style="vert-align: middle; border: solid black 1px">45&ndash;53</td>  <td align="center" style="vert-align: middle; border: solid black 1px">8.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">C</td>  <td align="center" style="vert-align: middle; border: solid black 1px">75&ndash;85</td>  <td align="center" style="vert-align: middle; border: solid black 1px">6.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">D</td>  <td align="center" style="vert-align: middle; border: solid black 1px">55&ndash;70</td>  <td align="center" style="vert-align: middle; border: solid black 1px">1.0&nbsp;</td></tr></table>  <p>Which one of the enzymes would be most active under the following conditions?</p> <p>The temperature is 65&deg;C and the pH is 1.4.</p>	A.  Enzyme A&nbsp; 	Incorrect	B.  Enzyme B&nbsp; 	Incorrect	C.  Enzyme C&nbsp; 	Incorrect	D.  Enzyme D&nbsp; 	Correct
MC	<p>044. 8a12</p> <table border="0" style="border-collapse: collapse; border: white solid 0px; width: 400px;"><tr>  <th align="center" style="vert-align: middle; border: solid black 1px">Enzyme</th>  <th align="center" style="vert-align: middle; border: solid black 1px">Effective<br/>Temperature<br/>Range (&deg;C)</th>  <th align="center" style="vert-align: middle; border: solid black 1px">Optimum<br/>pH</th></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">A</td>  <td align="center" style="vert-align: middle; border: solid black 1px">30&ndash;48</td>  <td align="center" style="vert-align: middle; border: solid black 1px">7.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">B</td>  <td align="center" style="vert-align: middle; border: solid black 1px">15&ndash;25</td>  <td align="center" style="vert-align: middle; border: solid black 1px">2.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">C</td>  <td align="center" style="vert-align: middle; border: solid black 1px">60&ndash;68</td>  <td align="center" style="vert-align: middle; border: solid black 1px">4.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">D</td>  <td align="center" style="vert-align: middle; border: solid black 1px">50&ndash;65</td>  <td align="center" style="vert-align: middle; border: solid black 1px">10.0&nbsp;</td></tr></table>  <p>Which one of the enzymes would be most active under the following conditions?</p> <p>The temperature is 35&deg;C and the pH is 7.2.</p>	A.  Enzyme A&nbsp; 	Correct	B.  Enzyme B&nbsp; 	Incorrect	C.  Enzyme C&nbsp; 	Incorrect	D.  Enzyme D&nbsp; 	Incorrect
MC	<p>045. 3e80</p> <table border="0" style="border-collapse: collapse; border: white solid 0px; width: 400px;"><tr>  <th align="center" style="vert-align: middle; border: solid black 1px">Enzyme</th>  <th align="center" style="vert-align: middle; border: solid black 1px">Effective<br/>Temperature<br/>Range (&deg;C)</th>  <th align="center" style="vert-align: middle; border: solid black 1px">Optimum<br/>pH</th></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">A</td>  <td align="center" style="vert-align: middle; border: solid black 1px">55&ndash;65</td>  <td align="center" style="vert-align: middle; border: solid black 1px">8.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">B</td>  <td align="center" style="vert-align: middle; border: solid black 1px">20&ndash;28</td>  <td align="center" style="vert-align: middle; border: solid black 1px">5.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">C</td>  <td align="center" style="vert-align: middle; border: solid black 1px">45&ndash;60</td>  <td align="center" style="vert-align: middle; border: solid black 1px">10.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">D</td>  <td align="center" style="vert-align: middle; border: solid black 1px">30&ndash;40</td>  <td align="center" style="vert-align: middle; border: solid black 1px">3.0&nbsp;</td></tr></table>  <p>Which one of the enzymes would be most active under the following conditions?</p> <p>The temperature is 21&deg;C and the pH is 4.6.</p>	A.  Enzyme A&nbsp; 	Incorrect	B.  Enzyme B&nbsp; 	Correct	C.  Enzyme C&nbsp; 	Incorrect	D.  Enzyme D&nbsp; 	Incorrect
